"canonical_path","interface","field","typescript_type","validator","canonical_line","source_authority_key","parity_evidence"
"ComparableSet.exit_value_base","ComparableSet","exit_value_base","USDAmount | null","ComparableSetSchema","489","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableSet.exit_value_high","ComparableSet","exit_value_high","USDAmount | null","ComparableSetSchema","490","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableSet.confidence","ComparableSet","confidence","Confidence","ComparableSetSchema","491","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableSet.minimum_comp_threshold_met","ComparableSet","minimum_comp_threshold_met","boolean","ComparableSetSchema","492","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableSet.model_version","ComparableSet","model_version","string","ComparableSetSchema","493","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableSet.calculated_at","ComparableSet","calculated_at","ISODateTime","ComparableSetSchema","494","ComparableSet","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableMember.sale_id","ComparableMember","sale_id","AshID","ComparableMemberSchema","498","ComparableMember","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableMember.distance_miles","ComparableMember","distance_miles","number","ComparableMemberSchema","499","ComparableMember","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableMember.age_months","ComparableMember","age_months","number","ComparableMemberSchema","500","ComparableMember","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableMember.adjustment_notes","ComparableMember","adjustment_notes","string[]","ComparableMemberSchema","501","ComparableMember","src/domain/__tests__/property-envelope.type-parity.ts"
"ComparableMember.weight","ComparableMember","weight","number","ComparableMemberSchema","502","ComparableMember","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.property_id","RepairScenario","property_id","AshID","RepairScenarioSchema","508","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.repair_low","RepairScenario","repair_low","USDAmount","RepairScenarioSchema","509","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.repair_base","RepairScenario","repair_base","USDAmount","RepairScenarioSchema","510","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.repair_high","RepairScenario","repair_high","USDAmount","RepairScenarioSchema","511","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.unknown_condition_contingency","RepairScenario","unknown_condition_contingency","USDAmount","RepairScenarioSchema","512","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.scope_description","RepairScenario","scope_description","string","RepairScenarioSchema","513","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.input_classification","RepairScenario","input_classification","Record<string, ""source_derived"" | ""operator_entered"" | ""default"" | ""unknown"">","RepairScenarioSchema","514","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.evidence_ids","RepairScenario","evidence_ids","AshID[]","RepairScenarioSchema","515","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"RepairScenario.calculated_at","RepairScenario","calculated_at","ISODateTime","RepairScenarioSchema","516","RepairScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.property_id","FinanceScenario","property_id","AshID","FinanceScenarioSchema","520","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.loan_product","FinanceScenario","loan_product","string | null","FinanceScenarioSchema","521","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.ltv_ratio","FinanceScenario","ltv_ratio","number | null","FinanceScenarioSchema","522","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.interest_rate","FinanceScenario","interest_rate","number | null","FinanceScenarioSchema","523","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.term_months","FinanceScenario","term_months","number | null","FinanceScenarioSchema","524","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.monthly_payment","FinanceScenario","monthly_payment","USDAmount | null","FinanceScenarioSchema","525","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.holding_cost_monthly","FinanceScenario","holding_cost_monthly","USDAmount | null","FinanceScenarioSchema","526","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.financing_cost_total","FinanceScenario","financing_cost_total","USDAmount | null","FinanceScenarioSchema","527","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.dscr_ratio","FinanceScenario","dscr_ratio","number | null","FinanceScenarioSchema","528","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.projected_monthly_rent","FinanceScenario","projected_monthly_rent","USDAmount | null","FinanceScenarioSchema","529","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.rent_source","FinanceScenario","rent_source","string | null","FinanceScenarioSchema","530","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.rent_confidence","FinanceScenario","rent_confidence","Confidence","FinanceScenarioSchema","531","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.input_classification","FinanceScenario","input_classification","Record<string, ""source_derived"" | ""operator_entered"" | ""default"" | ""unknown"">","FinanceScenarioSchema","532","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"FinanceScenario.calculated_at","FinanceScenario","calculated_at","ISODateTime","FinanceScenarioSchema","533","FinanceScenario","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.case_id","TitleResearchCase","case_id","AshID","TitleResearchCaseSchema","539","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.property_id","TitleResearchCase","property_id","AshID","TitleResearchCaseSchema","540","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.title_status","TitleResearchCase","title_status","TitleStatus","TitleResearchCaseSchema","541","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.search_terms","TitleResearchCase","search_terms","string[]","TitleResearchCaseSchema","542","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.result_links","TitleResearchCase","result_links","string[]","TitleResearchCaseSchema","543","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.red_flags","TitleResearchCase","red_flags","string[]","TitleResearchCaseSchema","544","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.professional_escalation_required","TitleResearchCase","professional_escalation_required","boolean","TitleResearchCaseSchema","545","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.professional_reviewer","TitleResearchCase","professional_reviewer","string | null","TitleResearchCaseSchema","546","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.legal_title_reserve","TitleResearchCase","legal_title_reserve","USDAmount | null","TitleResearchCaseSchema","547","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.title_insurance_cost_estimate","TitleResearchCase","title_insurance_cost_estimate","USDAmount | null","TitleResearchCaseSchema","548","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.time_to_clear_months","TitleResearchCase","time_to_clear_months","number | null","TitleResearchCaseSchema","549","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.evidence_ids","TitleResearchCase","evidence_ids","AshID[]","TitleResearchCaseSchema","550","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.researched_at","TitleResearchCase","researched_at","ISODateTime","TitleResearchCaseSchema","551","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"TitleResearchCase.reviewed_by","TitleResearchCase","reviewed_by","string | null","TitleResearchCaseSchema","552","TitleResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.case_id","CourtResearchCase","case_id","AshID","CourtResearchCaseSchema","556","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.property_id","CourtResearchCase","property_id","AshID","CourtResearchCaseSchema","557","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.court_name","CourtResearchCase","court_name","string","CourtResearchCaseSchema","558","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.docket_number","CourtResearchCase","docket_number","string | null","CourtResearchCaseSchema","559","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.case_type","CourtResearchCase","case_type","string | null","CourtResearchCaseSchema","560","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.parties","CourtResearchCase","parties","string[]","CourtResearchCaseSchema","561","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.status_flag","CourtResearchCase","status_flag","string | null","CourtResearchCaseSchema","562","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.documents_available_online","CourtResearchCase","documents_available_online","boolean","CourtResearchCaseSchema","563","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.evidence_ids","CourtResearchCase","evidence_ids","AshID[]","CourtResearchCaseSchema","564","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"CourtResearchCase.researched_at","CourtResearchCase","researched_at","ISODateTime","CourtResearchCaseSchema","565","CourtResearchCase","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.geography_id","NeighborhoodContext","geography_id","string","NeighborhoodContextSchema","575","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.geography_type","NeighborhoodContext","geography_type","""census_tract"" | ""census_block_group"" | ""zip""","NeighborhoodContextSchema","576","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.vacancy_rate","NeighborhoodContext","vacancy_rate","number | null","NeighborhoodContextSchema","577","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.owner_occupancy_rate","NeighborhoodContext","owner_occupancy_rate","number | null","NeighborhoodContextSchema","578","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.median_household_income","NeighborhoodContext","median_household_income","USDAmount | null","NeighborhoodContextSchema","579","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.median_gross_rent","NeighborhoodContext","median_gross_rent","USDAmount | null","NeighborhoodContextSchema","580","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.poverty_rate","NeighborhoodContext","poverty_rate","number | null","NeighborhoodContextSchema","581","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.vacancy_5yr_trend","NeighborhoodContext","vacancy_5yr_trend","number | null","NeighborhoodContextSchema","582","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.income_5yr_trend","NeighborhoodContext","income_5yr_trend","number | null","NeighborhoodContextSchema","583","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.source_dataset","NeighborhoodContext","source_dataset","string","NeighborhoodContextSchema","584","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.release_year","NeighborhoodContext","release_year","number","NeighborhoodContextSchema","585","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"NeighborhoodContext.captured_at","NeighborhoodContext","captured_at","ISODateTime","NeighborhoodContextSchema","586","NeighborhoodContext","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.property_id","Strategy","property_id","AshID","StrategySchema","592","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.recommended_action","Strategy","recommended_action","RecommendedAction","StrategySchema","593","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.candidate_actions","Strategy","candidate_actions","RecommendedAction[]","StrategySchema","594","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.why","Strategy","why","string[]","StrategySchema","595","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.counter_signals","Strategy","counter_signals","string[]","StrategySchema","596","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.rules_triggered","Strategy","rules_triggered","string[]","StrategySchema","597","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.evidence_ids","Strategy","evidence_ids","AshID[]","StrategySchema","598","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.model_version","Strategy","model_version","string","StrategySchema","599","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"Strategy.calculated_at","Strategy","calculated_at","ISODateTime","StrategySchema","600","Strategy","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.bid_plan_id","BidPlan","bid_plan_id","AshID","BidPlanSchema","621","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.property_id","BidPlan","property_id","AshID","BidPlanSchema","622","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.target_bid","BidPlan","target_bid","USDAmount | null","BidPlanSchema","623","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.hard_max_bid","BidPlan","hard_max_bid","USDAmount | null","BidPlanSchema","624","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.currency","BidPlan","currency","""USD""","BidPlanSchema","625","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.formula_version","BidPlan","formula_version","string","BidPlanSchema","626","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.input_classification","BidPlan","input_classification","Record<string, ""source_derived"" | ""operator_entered"" | ""default"" | ""unknown"">","BidPlanSchema","642","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.sensitivity_results","BidPlan","sensitivity_results","Record<string, unknown> | null","BidPlanSchema","643","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.blocking_gates","BidPlan","blocking_gates","ReviewGateType[]","BidPlanSchema","644","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.warning_gates","BidPlan","warning_gates","ReviewGateType[]","BidPlanSchema","645","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.evidence_ids","BidPlan","evidence_ids","AshID[]","BidPlanSchema","646","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.calculated_at","BidPlan","calculated_at","ISODateTime","BidPlanSchema","647","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"BidPlan.fresh_until","BidPlan","fresh_until","ISODateTime | null","BidPlanSchema","648","BidPlan","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.recommendation_id","Recommendation","recommendation_id","AshID","RecommendationSchema","658","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.property_id","Recommendation","property_id","AshID","RecommendationSchema","659","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.model_version","Recommendation","model_version","string","RecommendationSchema","660","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.decision_state","Recommendation","decision_state","DecisionState","RecommendationSchema","661","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.strategy","Recommendation","strategy","Strategy","RecommendationSchema","662","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.bid_plan","Recommendation","bid_plan","BidPlan","RecommendationSchema","663","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.fidelity_status","Recommendation","fidelity_status","FidelityStatus","RecommendationSchema","675","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.calculated_at","Recommendation","calculated_at","ISODateTime","RecommendationSchema","676","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"Recommendation.fresh_until","Recommendation","fresh_until","ISODateTime | null","RecommendationSchema","677","Recommendation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.escalation_id","HumanEscalation","escalation_id","AshID","HumanEscalationSchema","687","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.property_id","HumanEscalation","property_id","AshID","HumanEscalationSchema","688","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.what_is_missing","HumanEscalation","what_is_missing","string","HumanEscalationSchema","689","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.why_automation_cannot_establish","HumanEscalation","why_automation_cannot_establish","string","HumanEscalationSchema","690","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.official_destination","HumanEscalation","official_destination","string | null","HumanEscalationSchema","691","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.identifiers_needed","HumanEscalation","identifiers_needed","string[]","HumanEscalationSchema","692","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.information_to_bring_back","HumanEscalation","information_to_bring_back","string[]","HumanEscalationSchema","693","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.escalation_type","HumanEscalation","escalation_type","""title"" | ""inspection"" | ""zoning"" | ""legal"" | ""environmental"" | ""other""","HumanEscalationSchema","694","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.status","HumanEscalation","status","""open"" | ""in_progress"" | ""resolved"" | ""waived""","HumanEscalationSchema","695","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.operator_result","HumanEscalation","operator_result","OperatorEvidence | null","HumanEscalationSchema","696","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.created_at","HumanEscalation","created_at","ISODateTime","HumanEscalationSchema","697","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"HumanEscalation.resolved_at","HumanEscalation","resolved_at","ISODateTime | null","HumanEscalationSchema","698","HumanEscalation","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.evidence_id","OperatorEvidence","evidence_id","AshID","OperatorEvidenceSchema","704","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.property_id","OperatorEvidence","property_id","AshID","OperatorEvidenceSchema","705","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.source_description","OperatorEvidence","source_description","string","OperatorEvidenceSchema","706","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.finding","OperatorEvidence","finding","string","OperatorEvidenceSchema","707","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.attribution","OperatorEvidence","attribution","string","OperatorEvidenceSchema","708","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.timestamp","OperatorEvidence","timestamp","ISODateTime","OperatorEvidenceSchema","709","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.provenance","OperatorEvidence","provenance","string","OperatorEvidenceSchema","710","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorEvidence.evidence_artifacts","OperatorEvidence","evidence_artifacts","string[]","OperatorEvidenceSchema","711","OperatorEvidence","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.action_id","OperatorAction","action_id","AshID","OperatorActionSchema","715","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.property_id","OperatorAction","property_id","AshID","OperatorActionSchema","716","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.reason","OperatorAction","reason","string","OperatorActionSchema","727","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.previous_value","OperatorAction","previous_value","unknown | null","OperatorActionSchema","728","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.new_value","OperatorAction","new_value","unknown | null","OperatorActionSchema","729","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.timestamp","OperatorAction","timestamp","ISODateTime","OperatorActionSchema","730","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorAction.actor","OperatorAction","actor","string","OperatorActionSchema","731","OperatorAction","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorPreferences.profile_id","OperatorPreferences","profile_id","AshID","OperatorPreferencesSchema","741","OperatorPreferences","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorPreferences.version","OperatorPreferences","version","number","OperatorPreferencesSchema","742","OperatorPreferences","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorPreferences.feedback_events","OperatorPreferences","feedback_events","PreferenceFeedback[]","OperatorPreferencesSchema","759","OperatorPreferences","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorPreferences.created_at","OperatorPreferences","created_at","ISODateTime","OperatorPreferencesSchema","760","OperatorPreferences","src/domain/__tests__/property-envelope.type-parity.ts"
"OperatorPreferences.updated_at","OperatorPreferences","updated_at","ISODateTime","OperatorPreferencesSchema","761","OperatorPreferences","src/domain/__tests__/property-envelope.type-parity.ts"
"PreferenceFeedback.feedback_id","PreferenceFeedback","feedback_id","AshID","PreferenceFeedbackSchema","765","PreferenceFeedback","src/domain/__tests__/property-envelope.type-parity.ts"
"PreferenceFeedback.property_id","PreferenceFeedback","property_id","AshID","PreferenceFeedbackSchema","766","PreferenceFeedback","src/domain/__tests__/property-envelope.type-parity.ts"
"PreferenceFeedback.signal","PreferenceFeedback","signal","""thumbs_up"" | ""thumbs_down""","PreferenceFeedbackSchema","767","PreferenceFeedback","src/domain/__tests__/property-envelope.type-parity.ts"
"PreferenceFeedback.reason","PreferenceFeedback","reason","string | null","PreferenceFeedbackSchema","768","PreferenceFeedback","src/domain/__tests__/property-envelope.type-parity.ts"
"PreferenceFeedback.timestamp","PreferenceFeedback","timestamp","ISODateTime","PreferenceFeedbackSchema","769","PreferenceFeedback","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.promotion_id","PromotionSnapshot","promotion_id","AshID","PromotionSnapshotSchema","786","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.property_id","PromotionSnapshot","property_id","AshID","PromotionSnapshotSchema","787","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.envelope","PromotionSnapshot","envelope","PropertyEnvelope","PromotionSnapshotSchema","788","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.schema_version","PromotionSnapshot","schema_version","string","PromotionSnapshotSchema","789","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.promoted_at","PromotionSnapshot","promoted_at","ISODateTime","PromotionSnapshotSchema","790","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.promoted_by","PromotionSnapshot","promoted_by","string","PromotionSnapshotSchema","791","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.stale_evidence","PromotionSnapshot","stale_evidence","string[]","PromotionSnapshotSchema","792","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.missing_evidence","PromotionSnapshot","missing_evidence","string[]","PromotionSnapshotSchema","793","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.active_warnings","PromotionSnapshot","active_warnings","string[]","PromotionSnapshotSchema","794","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.blocking_gates","PromotionSnapshot","blocking_gates","ReviewGateType[]","PromotionSnapshotSchema","795","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.firestore_document_id","PromotionSnapshot","firestore_document_id","string | null","PromotionSnapshotSchema","796","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.status","PromotionSnapshot","status","""promoted"" | ""updated"" | ""unpublished"" | ""retired""","PromotionSnapshotSchema","797","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"PromotionSnapshot.unpublished_at","PromotionSnapshot","unpublished_at","ISODateTime | null","PromotionSnapshotSchema","798","PromotionSnapshot","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.log_id","AuditLogEntry","log_id","AshID","AuditLogEntrySchema","830","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.entity_type","AuditLogEntry","entity_type","string","AuditLogEntrySchema","843","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.entity_id","AuditLogEntry","entity_id","AshID","AuditLogEntrySchema","844","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.actor","AuditLogEntry","actor","string","AuditLogEntrySchema","845","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.version","AuditLogEntry","version","string | null","AuditLogEntrySchema","846","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.detail","AuditLogEntry","detail","Record<string, unknown>","AuditLogEntrySchema","847","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"AuditLogEntry.timestamp","AuditLogEntry","timestamp","ISODateTime","AuditLogEntrySchema","848","AuditLogEntry","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.export_id","ExportRecord","export_id","AshID","ExportRecordSchema","858","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.property_id","ExportRecord","property_id","AshID","ExportRecordSchema","859","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.format","ExportRecord","format","""html"" | ""csv"" | ""xlsx"" | ""json"" | ""markdown""","ExportRecordSchema","860","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.schema_version","ExportRecord","schema_version","string","ExportRecordSchema","861","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.envelope_snapshot","ExportRecord","envelope_snapshot","PropertyEnvelope","ExportRecordSchema","862","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.exported_at","ExportRecord","exported_at","ISODateTime","ExportRecordSchema","863","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"ExportRecord.exported_by","ExportRecord","exported_by","string","ExportRecordSchema","864","ExportRecord","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.schema_version","PropertyEnvelope","schema_version","string","PropertyEnvelopeSchema","888","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.envelope_timestamp","PropertyEnvelope","envelope_timestamp","ISODateTime","PropertyEnvelopeSchema","889","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.identity","PropertyEnvelope","identity","PropertyIdentity","PropertyEnvelopeSchema","892","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.characteristics","PropertyEnvelope","characteristics","PropertyCharacteristics","PropertyEnvelopeSchema","922","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.parcel","PropertyEnvelope","parcel","ParcelAttributes | null","PropertyEnvelopeSchema","925","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.zoning","PropertyEnvelope","zoning","ZoningRecord | null","PropertyEnvelopeSchema","928","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
